Delivered_On_Time,Delay_Status,Delay_Binary,Customer_rating,Customer_care_calls,Discount_offered,Weight_in_gms,Weight_Discount,HighDiscount_LowRating,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium
0,Delayed,1,5,3,1,5970,5970,0,0,0,1,0,0,1,0,1
0,Delayed,1,2,3,6,4560,27360,0,0,0,0,1,0,1,0,1
0,Delayed,1,4,3,8,5209,41672,0,0,0,0,0,0,1,1,0
0,Delayed,1,5,3,9,4468,40212,0,1,0,0,0,0,1,1,0
0,Delayed,1,2,4,7,5026,35182,0,0,1,0,0,0,1,1,0
1,On Time,0,2,3,7,4723,33061,0,0,0,0,1,0,1,0,1
0,Delayed,1,2,3,7,5357,37499,0,0,0,1,0,0,1,0,1
0,Delayed,1,3,4,1,4453,4453,0,0,0,0,1,0,1,1,0
0,Delayed,1,3,5,8,5362,42896,0,0,0,0,0,0,1,0,1
0,Delayed,1,1,4,6,5282,31692,0,1,0,0,0,0,1,0,1
1,On Time,0,2,4,5,5608,28040,0,0,1,0,0,0,1,1,0
1,On Time,0,5,4,4,4092,16368,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,5,4038,20190,0,0,0,1,0,0,1,0,1
0,Delayed,1,3,5,9,4458,40122,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,5,5,5031,25155,0,0,0,0,0,0,1,1,0
0,Delayed,1,3,6,2,4281,8562,0,1,0,0,0,0,1,0,1
1,On Time,0,5,5,10,5475,54750,0,0,1,0,0,0,1,0,1
0,Delayed,1,5,3,8,5980,47840,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,6,5106,30636,0,0,0,1,0,0,1,0,1
1,On Time,0,4,3,8,5191,41528,0,0,0,0,1,0,1,0,0
0,Delayed,1,4,4,6,5772,34632,0,0,0,0,0,0,1,1,0
1,On Time,0,1,4,6,5894,35364,0,1,0,0,0,0,1,1,0
1,On Time,0,5,3,10,4064,40640,0,0,1,0,0,0,1,0,1
0,Delayed,1,5,3,7,5787,40509,0,0,0,0,1,0,1,0,1
0,Delayed,1,1,3,6,4163,24978,0,0,0,1,0,0,1,0,1
0,Delayed,1,5,3,6,5289,31734,0,0,0,0,1,0,1,1,0
1,On Time,0,5,3,2,5062,10124,0,0,0,0,0,0,1,0,0
0,Delayed,1,1,3,7,5178,36246,0,1,0,0,0,0,1,0,0
0,Delayed,1,1,4,10,4923,49230,0,0,1,0,0,0,1,1,0
0,Delayed,1,2,3,1,5307,5307,0,0,0,0,1,0,1,0,0
0,Delayed,1,3,3,4,4614,18456,0,0,0,1,0,0,1,0,1
0,Delayed,1,5,5,6,5139,30834,0,0,0,0,1,0,1,0,1
0,Delayed,1,3,5,1,5865,5865,0,0,0,0,0,0,1,0,1
0,Delayed,1,5,5,5,5338,26690,0,1,0,0,0,0,1,1,0
1,On Time,0,4,5,1,5983,5983,0,0,1,0,0,0,1,1,0
0,Delayed,1,4,2,1,4344,4344,0,0,0,0,1,0,1,0,1
0,Delayed,1,4,3,10,4070,40700,0,0,0,1,0,0,1,0,0
0,Delayed,1,2,6,10,1556,15560,0,0,0,0,1,0,1,1,0
1,On Time,0,5,5,9,1215,10935,0,0,0,0,0,0,1,0,1
0,Delayed,1,4,6,8,1131,9048,0,1,0,0,0,0,1,1,0
1,On Time,0,5,6,7,1404,9828,0,0,1,0,0,0,1,1,0
1,On Time,0,3,7,4,1163,4652,0,0,0,0,1,0,1,0,1
0,Delayed,1,2,7,8,1275,10200,0,0,0,1,0,0,1,1,0
0,Delayed,1,5,6,9,1197,10773,0,0,0,0,1,0,1,1,0
1,On Time,0,5,6,2,1867,3734,0,0,0,0,0,0,1,0,1
1,On Time,0,5,5,2,1411,2822,0,1,0,0,0,0,1,1,0
0,Delayed,1,1,4,8,1136,9088,0,0,1,0,0,0,1,0,1
0,Delayed,1,3,3,2,4984,9968,0,0,0,0,1,0,1,0,1
1,On Time,0,4,3,8,5667,45336,0,0,0,1,0,0,1,0,1
1,On Time,0,4,4,4,5924,23696,0,0,0,0,1,0,1,1,0
1,On Time,0,4,5,2,4902,9804,0,0,0,0,0,0,1,0,1
0,Delayed,1,1,4,9,5804,52236,0,1,0,0,0,0,1,0,1
0,Delayed,1,5,4,9,5724,51516,0,0,1,0,0,1,0,1,0
0,Delayed,1,4,4,8,4672,37376,0,0,0,0,1,1,0,0,1
0,Delayed,1,5,4,1,5088,5088,0,0,0,1,0,1,0,0,1
1,On Time,0,4,5,3,5347,16041,0,0,0,0,1,1,0,1,0
0,Delayed,1,3,5,8,4811,38488,0,0,0,0,0,1,0,1,0
0,Delayed,1,3,6,1,4632,4632,0,1,0,0,0,1,0,0,1
0,Delayed,1,2,5,6,5565,33390,0,0,1,0,0,1,0,0,1
0,Delayed,1,3,3,3,5241,15723,0,0,0,0,1,1,0,0,1
0,Delayed,1,5,4,6,4385,26310,0,0,0,1,0,1,0,0,1
1,On Time,0,3,3,4,4354,17416,0,0,0,0,1,1,0,0,0
1,On Time,0,1,4,5,5324,26620,0,0,0,0,0,1,0,1,0
0,Delayed,1,5,4,4,4433,17732,0,1,0,0,0,1,0,1,0
1,On Time,0,5,3,8,5715,45720,0,0,1,0,0,1,0,0,1
0,Delayed,1,4,3,10,4626,46260,0,0,0,0,1,1,0,0,1
1,On Time,0,4,3,8,5867,46936,0,0,0,1,0,1,0,0,1
0,Delayed,1,1,3,7,5320,37240,0,0,0,0,1,1,0,1,0
1,On Time,0,5,3,1,4195,4195,0,0,0,0,0,1,0,0,0
0,Delayed,1,4,3,1,5144,5144,0,1,0,0,0,1,0,0,0
0,Delayed,1,4,4,6,4254,25524,0,0,1,0,0,1,0,1,0
1,On Time,0,2,3,9,4428,39852,0,0,0,0,1,1,0,0,0
0,Delayed,1,4,3,9,5829,52461,0,0,0,1,0,1,0,0,1
1,On Time,0,3,5,6,5285,31710,0,0,0,0,1,1,0,0,1
0,Delayed,1,1,5,8,4140,33120,0,0,0,0,0,0,0,0,1
1,On Time,0,5,5,3,5718,17154,0,1,0,0,0,0,0,1,0
0,Delayed,1,3,5,4,5112,20448,0,0,1,0,0,0,0,1,0
1,On Time,0,2,2,3,5894,17682,0,0,0,0,1,0,0,0,1
1,On Time,0,3,3,7,5257,36799,0,0,0,1,0,0,0,0,0
0,Delayed,1,4,6,2,1326,2652,0,0,0,0,1,0,0,1,0
1,On Time,0,2,5,10,1141,11410,0,0,0,0,0,0,0,0,1
0,Delayed,1,5,6,9,1413,12717,0,1,0,0,0,0,0,1,0
1,On Time,0,1,6,7,1644,11508,0,0,1,0,0,0,0,1,0
0,Delayed,1,2,7,9,1327,11943,0,0,0,0,1,0,0,0,1
1,On Time,0,1,7,2,1216,2432,0,0,0,1,0,0,0,1,0
0,Delayed,1,1,6,2,1385,2770,0,0,0,0,1,0,0,1,0
0,Delayed,1,2,6,9,1339,12051,0,0,0,0,0,0,0,0,1
1,On Time,0,3,6,4,1476,5904,0,1,0,0,0,0,0,0,1
0,Delayed,1,2,6,9,1993,17937,0,0,1,0,0,0,0,1,0
1,On Time,0,5,7,5,1572,7860,0,0,0,0,1,0,0,1,0
0,Delayed,1,1,6,2,1131,2262,0,0,0,1,0,0,0,0,1
0,Delayed,1,3,6,6,1335,8010,0,0,0,0,1,0,0,1,0
0,Delayed,1,4,2,6,1803,10818,0,0,0,0,0,0,0,1,0
1,On Time,0,5,2,4,1913,7652,0,1,0,0,0,0,0,0,1
1,On Time,0,4,6,9,1353,12177,0,0,1,0,0,0,0,1,0
0,Delayed,1,5,6,8,1403,11224,0,0,0,0,1,0,0,1,0
1,On Time,0,4,6,8,1301,10408,0,0,0,1,0,0,1,1,0
0,Delayed,1,1,6,10,1003,10030,0,0,0,0,1,0,1,0,1
0,Delayed,1,3,7,3,1670,5010,0,0,0,0,0,0,1,1,0
1,On Time,0,2,7,1,1163,1163,0,1,0,0,0,0,1,0,1
1,On Time,0,5,6,9,1789,16101,0,0,1,0,0,0,1,1,0
0,Delayed,1,1,7,9,1885,16965,0,0,0,0,1,0,1,1,0
1,On Time,0,3,4,10,1832,18320,0,0,0,1,0,0,1,1,0
1,On Time,0,5,6,1,1105,1105,0,0,0,0,1,0,1,0,1
1,On Time,0,3,6,3,1616,4848,0,0,0,0,0,0,1,1,0
1,On Time,0,5,6,8,1241,9928,0,1,0,0,0,0,1,1,0
0,Delayed,1,3,6,9,1800,16200,0,0,1,0,0,0,1,0,1
0,Delayed,1,1,6,6,1153,6918,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,5,10,1428,14280,0,0,0,1,0,0,1,0,1
1,On Time,0,4,3,9,5133,46197,0,0,0,0,1,0,1,0,1
0,Delayed,1,5,2,2,5671,11342,0,0,0,0,0,0,1,1,0
0,Delayed,1,2,3,4,5746,22984,0,1,0,0,0,0,1,1,0
0,Delayed,1,4,5,6,4535,27210,0,0,1,0,0,0,1,1,0
0,Delayed,1,2,3,8,4994,39952,0,0,0,0,1,0,1,0,1
0,Delayed,1,4,4,6,5984,35904,0,0,0,1,0,0,1,1,0
1,On Time,0,1,3,5,4456,22280,0,0,0,0,1,0,1,1,0
0,Delayed,1,5,4,8,4956,39648,0,0,0,0,0,0,1,0,1
0,Delayed,1,3,4,5,4206,21030,0,1,0,0,0,0,1,0,1
1,On Time,0,3,3,5,4578,22890,0,0,1,0,0,0,1,0,1
0,Delayed,1,4,4,1,5793,5793,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,4,5194,20776,0,0,0,1,0,0,1,0,1
0,Delayed,1,3,3,9,4690,42210,0,0,0,0,1,0,1,1,0
1,On Time,0,2,2,1,4165,4165,0,0,0,0,0,0,1,0,1
1,On Time,0,3,4,1,4360,4360,0,1,0,0,0,0,1,1,0
1,On Time,0,4,6,2,4687,9374,0,0,1,0,0,0,1,0,1
0,Delayed,1,1,5,4,4821,19284,0,0,0,0,1,0,1,0,1
1,On Time,0,2,4,7,5241,36687,0,0,0,1,0,0,1,0,1
1,On Time,0,5,6,8,5346,42768,0,0,0,0,1,0,1,0,1
1,On Time,0,3,5,3,4474,13422,0,0,0,0,0,0,1,1,0
0,Delayed,1,3,3,2,5512,11024,0,1,0,0,0,0,1,0,1
0,Delayed,1,4,5,7,5292,37044,0,0,1,0,0,0,1,1,0
0,Delayed,1,3,3,9,4860,43740,0,0,0,0,1,0,1,0,1
0,Delayed,1,1,3,1,4872,4872,0,0,0,1,0,0,1,0,1
0,Delayed,1,5,4,3,4119,12357,0,0,0,0,1,0,1,1,0
1,On Time,0,3,5,10,4799,47990,0,0,0,0,0,0,1,1,0
1,On Time,0,5,3,2,5829,11658,0,1,0,0,0,0,1,0,1
0,Delayed,1,4,4,10,4827,48270,0,0,1,0,0,0,1,1,0
1,On Time,0,2,4,5,4985,24925,0,0,0,0,1,0,1,1,0
0,Delayed,1,5,2,6,4575,27450,0,0,0,1,0,0,1,0,1
0,Delayed,1,1,3,9,4112,37008,0,0,0,0,1,0,1,1,0
0,Delayed,1,5,4,7,4297,30079,0,0,0,0,0,0,1,1,0
0,Delayed,1,5,4,5,5191,25955,0,1,0,0,0,0,1,0,1
1,On Time,0,4,5,4,5757,23028,0,0,1,0,0,0,1,0,0
1,On Time,0,3,5,8,5743,45944,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,4,3,4896,14688,0,0,0,1,0,0,1,1,0
1,On Time,0,4,3,8,5449,43592,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,10,5560,55600,0,0,0,0,0,0,1,1,0
0,Delayed,1,1,4,9,5360,48240,0,1,0,0,0,0,1,0,1
1,On Time,0,4,5,5,5552,27760,0,0,1,0,0,0,1,1,0
0,Delayed,1,5,4,6,5920,35520,0,0,0,0,1,0,1,0,1
1,On Time,0,3,4,7,4344,30408,0,0,0,1,0,0,1,0,1
0,Delayed,1,3,3,8,5871,46968,0,0,0,0,1,0,1,0,1
0,Delayed,1,3,4,8,4525,36200,0,0,0,0,0,0,1,0,0
0,Delayed,1,2,3,8,5831,46648,0,1,0,0,0,0,1,1,0
0,Delayed,1,3,3,6,5612,33672,0,0,1,0,0,0,1,0,1
1,On Time,0,4,4,9,5306,47754,0,0,0,0,1,0,1,0,1
0,Delayed,1,4,6,4,4225,16900,0,0,0,1,0,0,1,0,1
1,On Time,0,4,4,10,4829,48290,0,0,0,0,1,0,1,0,1
0,Delayed,1,4,4,1,4753,4753,0,0,0,0,0,0,1,1,0
1,On Time,0,5,4,3,5142,15426,0,1,0,0,0,0,1,0,1
0,Delayed,1,2,4,7,4785,33495,0,0,1,0,0,0,1,1,0
1,On Time,0,3,3,4,5924,23696,0,0,0,0,1,0,1,0,1
1,On Time,0,1,2,10,5939,59390,0,0,0,1,0,0,1,1,0
1,On Time,0,1,5,2,5821,11642,0,0,0,0,1,0,1,0,0
1,On Time,0,3,3,4,5086,20344,0,0,0,0,0,0,1,1,0
1,On Time,0,5,4,5,4364,21820,0,1,0,0,0,0,1,1,0
0,Delayed,1,3,4,8,5106,40848,0,0,1,0,0,0,1,1,0
1,On Time,0,1,2,8,4932,39456,0,0,0,0,1,0,1,1,0
0,Delayed,1,4,3,5,4022,20110,0,0,0,1,0,0,1,0,0
0,Delayed,1,1,5,7,5165,36155,0,0,0,0,1,0,1,0,0
0,Delayed,1,2,4,5,4343,21715,0,0,0,0,0,0,1,0,0
1,On Time,0,2,5,1,4328,4328,0,1,0,0,0,0,1,1,0
1,On Time,0,5,6,2,4014,8028,0,0,1,0,0,0,1,1,0
1,On Time,0,5,5,2,4545,9090,0,0,0,0,1,0,1,1,0
0,Delayed,1,4,3,6,4050,24300,0,0,0,1,0,0,1,1,0
0,Delayed,1,4,3,3,4865,14595,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,5,3,5013,15039,0,0,0,0,0,0,1,1,0
0,Delayed,1,4,3,3,4047,12141,0,1,0,0,0,0,1,0,1
0,Delayed,1,5,6,4,4032,16128,0,0,1,0,0,0,1,0,1
0,Delayed,1,3,3,9,4903,44127,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,3,10,4265,42650,0,0,0,1,0,0,1,1,0
0,Delayed,1,3,5,5,5087,25435,0,0,0,0,1,0,1,1,0
0,Delayed,1,5,4,7,4063,28441,0,0,0,0,0,0,1,1,0
1,On Time,0,5,5,2,4562,9124,0,1,0,0,0,0,1,0,0
0,Delayed,1,4,4,1,4584,4584,0,0,1,0,0,0,1,0,1
0,Delayed,1,3,4,3,5735,17205,0,0,0,0,1,0,1,1,0
1,On Time,0,1,5,6,4044,24264,0,0,0,1,0,0,1,0,0
0,Delayed,1,3,4,6,5748,34488,0,0,0,0,1,0,1,0,1
0,Delayed,1,1,3,6,4445,26670,0,0,0,0,0,0,1,1,0
1,On Time,0,2,3,6,4505,27030,0,1,0,0,0,1,0,0,1
0,Delayed,1,1,3,8,5318,42544,0,0,1,0,0,1,0,1,0
1,On Time,0,4,3,6,4751,28506,0,0,0,0,1,1,0,0,1
1,On Time,0,5,3,3,4435,13305,0,0,0,1,0,1,0,0,1
1,On Time,0,1,3,6,4897,29382,0,0,0,0,1,1,0,1,0
0,Delayed,1,1,2,5,5250,26250,0,0,0,0,0,1,0,1,0
0,Delayed,1,4,3,1,5391,5391,0,1,0,0,0,1,0,0,1
1,On Time,0,4,4,6,4855,29130,0,0,1,0,0,1,0,1,0
1,On Time,0,1,3,2,5710,11420,0,0,0,0,1,1,0,1,0
0,Delayed,1,4,4,8,4239,33912,0,0,0,1,0,1,0,0,1
0,Delayed,1,2,3,7,4507,31549,0,0,0,0,1,1,0,0,1
1,On Time,0,1,3,7,4221,29547,0,0,0,0,0,1,0,1,0
1,On Time,0,5,4,2,5365,10730,0,1,0,0,0,1,0,0,1
1,On Time,0,3,3,7,5719,40033,0,0,1,0,0,1,0,0,1
1,On Time,0,1,2,10,4854,48540,0,0,0,0,1,1,0,0,1
1,On Time,0,3,4,3,4837,14511,0,0,0,1,0,1,0,0,1
0,Delayed,1,3,5,7,4293,30051,0,0,0,0,1,1,0,0,1
1,On Time,0,1,3,1,5779,5779,0,0,0,0,0,1,0,0,0
1,On Time,0,5,4,8,4450,35600,0,1,0,0,0,1,0,0,1
0,Delayed,1,4,4,7,4622,32354,0,0,1,0,0,1,0,0,0
0,Delayed,1,4,4,8,4398,35184,0,0,0,0,1,1,0,1,0
0,Delayed,1,5,4,4,4816,19264,0,0,0,1,0,1,0,0,1
0,Delayed,1,5,5,4,5888,23552,0,0,0,0,1,0,0,1,0
0,Delayed,1,5,2,4,5775,23100,0,0,0,0,0,0,0,1,0
1,On Time,0,1,5,3,4056,12168,0,1,0,0,0,0,0,0,1
0,Delayed,1,2,2,1,4518,4518,0,0,1,0,0,0,0,0,1
1,On Time,0,3,4,10,4178,41780,0,0,0,0,1,0,0,0,1
0,Delayed,1,1,5,10,5858,58580,0,0,0,1,0,0,0,1,0
1,On Time,0,4,5,8,5206,41648,0,0,0,0,1,0,0,0,1
1,On Time,0,4,4,10,4361,43610,0,0,0,0,0,0,0,0,1
1,On Time,0,2,3,4,5119,20476,0,1,0,0,0,0,0,1,0
1,On Time,0,2,5,7,5768,40376,0,0,1,0,0,0,0,1,0
0,Delayed,1,4,3,2,5973,11946,0,0,0,0,1,0,0,0,1
1,On Time,0,4,4,6,4238,25428,0,0,0,1,0,0,0,0,0
0,Delayed,1,4,3,4,5498,21992,0,0,0,0,1,0,0,1,0
1,On Time,0,5,3,4,4156,16624,0,0,0,0,0,0,0,0,0
1,On Time,0,2,5,9,5168,46512,0,1,0,0,0,0,0,1,0
0,Delayed,1,2,5,9,5237,47133,0,0,1,0,0,0,0,1,0
0,Delayed,1,5,3,3,4938,14814,0,0,0,0,1,0,0,1,0
0,Delayed,1,1,4,4,4283,17132,0,0,0,1,0,0,0,0,1
0,Delayed,1,1,5,10,5277,52770,0,0,0,0,1,0,0,0,0
1,On Time,0,2,5,4,4600,18400,0,0,0,0,0,0,0,1,0
0,Delayed,1,5,4,2,5692,11384,0,1,0,0,0,0,0,0,1
0,Delayed,1,4,5,7,4597,32179,0,0,1,0,0,0,0,1,0
1,On Time,0,5,5,5,5914,29570,0,0,0,0,1,0,1,1,0
0,Delayed,1,3,3,3,4235,12705,0,0,0,1,0,0,1,0,1
0,Delayed,1,4,5,10,4277,42770,0,0,0,0,1,0,1,1,0
0,Delayed,1,2,4,10,4721,47210,0,0,0,0,0,0,1,0,1
1,On Time,0,3,3,3,5620,16860,0,1,0,0,0,0,1,0,1
0,Delayed,1,4,4,5,4812,24060,0,0,1,0,0,0,1,0,1
1,On Time,0,2,2,8,5878,47024,0,0,0,0,1,0,1,1,0
0,Delayed,1,3,3,2,5860,11720,0,0,0,1,0,0,1,0,1
1,On Time,0,4,6,10,5414,54140,0,0,0,0,1,0,1,1,0
0,Delayed,1,4,5,1,4343,4343,0,0,0,0,0,0,1,1,0
1,On Time,0,5,5,10,4933,49330,0,1,0,0,0,0,1,0,1
1,On Time,0,4,2,2,4303,8606,0,0,1,0,0,0,1,0,1
0,Delayed,1,3,3,1,5670,5670,0,0,0,0,1,0,1,0,1
1,On Time,0,5,4,6,4168,25008,0,0,0,1,0,0,1,1,0
1,On Time,0,1,5,7,4540,31780,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,4,6,5566,33396,0,0,0,0,0,0,1,0,1
1,On Time,0,4,4,8,4715,37720,0,1,0,0,0,0,1,0,1
0,Delayed,1,1,4,1,4090,4090,0,0,1,0,0,0,1,0,1
1,On Time,0,1,3,2,4746,9492,0,0,0,0,1,0,1,1,0
0,Delayed,1,3,3,8,5910,47280,0,0,0,1,0,0,1,0,0
0,Delayed,1,3,4,3,4824,14472,0,0,0,0,1,0,1,1,0
0,Delayed,1,5,5,5,5330,26650,0,0,0,0,0,0,1,0,0
1,On Time,0,5,2,3,4770,14310,0,1,0,0,0,0,1,1,0
1,On Time,0,5,3,8,5791,46328,0,0,1,0,0,0,1,1,0
0,Delayed,1,2,3,3,5232,15696,0,0,0,0,1,0,1,0,1
0,Delayed,1,4,5,7,4471,31297,0,0,0,1,0,0,1,1,0
0,Delayed,1,2,4,10,5995,59950,0,0,0,0,1,0,1,0,1
1,On Time,0,5,4,2,4954,9908,0,0,0,0,0,0,1,0,0
0,Delayed,1,2,4,7,5820,40740,0,1,0,0,0,0,1,0,0
0,Delayed,1,1,4,2,5734,11468,0,0,1,0,0,0,1,1,0
0,Delayed,1,5,4,7,4414,30898,0,0,0,0,1,0,1,1,0
0,Delayed,1,1,3,10,4208,42080,0,0,0,1,0,0,1,0,0
1,On Time,0,2,3,9,5313,47817,0,0,0,0,1,0,1,0,1
0,Delayed,1,3,3,9,5097,45873,0,0,0,0,0,0,1,0,0
1,On Time,0,3,4,4,4150,16600,0,1,0,0,0,0,1,1,0
1,On Time,0,2,4,1,5172,5172,0,0,1,0,0,0,1,1,0
0,Delayed,1,1,6,3,1340,4020,0,0,0,0,1,0,1,1,0
1,On Time,0,1,7,10,1508,15080,0,0,0,1,0,0,1,1,0
0,Delayed,1,4,6,1,1726,1726,0,0,0,0,1,0,1,0,1
0,Delayed,1,5,6,7,1674,11718,0,0,0,0,0,0,1,1,0
0,Delayed,1,4,2,2,1150,2300,0,1,0,0,0,0,1,1,0
0,Delayed,1,3,2,6,1996,11976,0,0,1,0,0,0,1,0,1
1,On Time,0,2,6,9,1258,11322,0,0,0,0,1,0,1,1,0
0,Delayed,1,2,6,10,1448,14480,0,0,0,1,0,0,1,1,0
0,Delayed,1,5,3,6,5603,33618,0,0,0,0,1,0,1,1,0
1,On Time,0,3,3,6,4260,25560,0,0,0,0,0,0,1,0,0
1,On Time,0,4,4,10,5674,56740,0,1,0,0,0,0,1,1,0
1,On Time,0,2,5,7,5323,37261,0,0,1,0,0,0,1,0,0
1,On Time,0,2,2,6,4840,29040,0,0,0,0,1,0,1,1,0
1,On Time,0,3,3,7,4501,31507,0,0,0,1,0,0,1,1,0
0,Delayed,1,3,3,8,4950,39600,0,0,0,0,1,0,1,0,1
1,On Time,0,3,5,5,4149,20745,0,0,0,0,0,0,1,1,0
1,On Time,0,5,4,9,4843,43587,0,1,0,0,0,0,1,0,1
0,Delayed,1,2,4,1,4931,4931,0,0,1,0,0,0,1,0,0
1,On Time,0,5,4,7,5524,38668,0,0,0,0,1,0,1,0,0
1,On Time,0,3,4,6,5560,33360,0,0,0,1,0,0,1,1,0
0,Delayed,1,4,4,7,4916,34412,0,0,0,0,1,0,1,1,0
0,Delayed,1,4,3,10,4910,49100,0,0,0,0,0,0,1,0,0
0,Delayed,1,3,3,2,5467,10934,0,1,0,0,0,0,1,0,1
1,On Time,0,2,3,5,5985,29925,0,0,1,0,0,0,1,0,0
0,Delayed,1,3,4,3,5253,15759,0,0,0,0,1,0,1,1,0
1,On Time,0,3,4,10,4194,41940,0,0,0,1,0,0,1,1,0
0,Delayed,1,2,6,6,1711,10266,0,0,0,0,1,0,1,1,0
1,On Time,0,3,7,8,1909,15272,0,0,0,0,0,0,1,1,0
0,Delayed,1,5,6,10,1799,17990,0,1,0,0,0,0,1,0,1
0,Delayed,1,2,6,4,1392,5568,0,0,1,0,0,0,1,1,0
1,On Time,0,3,2,3,1353,4059,0,0,0,0,1,0,1,1,0
1,On Time,0,3,2,6,1730,10380,0,0,0,1,0,0,1,0,1
1,On Time,0,2,5,7,1666,11662,0,0,0,0,1,0,1,0,1
0,Delayed,1,1,7,5,1467,7335,0,0,0,0,0,0,1,0,1
0,Delayed,1,4,6,5,1327,6635,0,1,0,0,0,0,1,1,0
0,Delayed,1,3,6,8,1925,15400,0,0,1,0,0,0,1,1,0
0,Delayed,1,2,6,3,1969,5907,0,0,0,0,1,0,1,1,0
0,Delayed,1,4,6,3,1182,3546,0,0,0,1,0,0,1,1,0
0,Delayed,1,5,6,6,1066,6396,0,0,0,0,1,0,1,1,0
0,Delayed,1,2,7,7,1294,9058,0,0,0,0,0,0,1,1,0
1,On Time,0,5,6,4,1762,7048,0,1,0,0,0,0,1,1,0
0,Delayed,1,3,6,1,1980,1980,0,0,1,0,0,0,1,1,0
0,Delayed,1,4,7,5,1239,6195,0,0,0,0,1,0,1,1,0
0,Delayed,1,5,3,5,1023,5115,0,0,0,1,0,0,1,0,1
1,On Time,0,5,6,2,1273,2546,0,0,0,0,1,0,1,0,1
1,On Time,0,3,6,7,1599,11193,0,0,0,0,0,0,1,0,1
0,Delayed,1,4,6,6,1112,6672,0,1,0,0,0,0,1,0,1
0,Delayed,1,5,6,8,1274,10192,0,0,1,0,0,0,1,1,0
1,On Time,0,5,6,6,1005,6030,0,0,0,0,1,0,1,0,1
1,On Time,0,5,7,8,1148,9184,0,0,0,1,0,0,1,0,1
0,Delayed,1,5,4,1,1008,1008,0,0,0,0,1,0,1,1,0
0,Delayed,1,3,6,1,1733,1733,0,0,0,0,0,0,1,0,1
1,On Time,0,2,6,1,1406,1406,0,1,0,0,0,0,1,0,1
0,Delayed,1,1,6,10,1960,19600,0,0,1,0,0,0,1,1,0
1,On Time,0,5,6,8,1553,12424,0,0,0,0,1,0,1,1,0
0,Delayed,1,3,7,7,1989,13923,0,0,0,1,0,0,1,0,1
0,Delayed,1,2,6,3,1586,4758,0,0,0,0,1,0,1,0,1
0,Delayed,1,3,6,9,1011,9099,0,0,0,0,0,1,0,0,1
1,On Time,0,2,4,9,5603,50427,0,1,0,0,0,1,0,1,0
0,Delayed,1,5,3,6,5635,33810,0,0,1,0,0,1,0,1,0
0,Delayed,1,1,4,2,5209,10418,0,0,0,0,1,1,0,1,0
0,Delayed,1,1,4,5,4140,20700,0,0,0,1,0,1,0,1,0
0,Delayed,1,4,4,4,5905,23620,0,0,0,0,1,1,0,1,0
0,Delayed,1,1,5,4,5580,22320,0,0,0,0,0,1,0,1,0
1,On Time,0,1,4,5,4435,22175,0,1,0,0,0,1,0,0,1
0,Delayed,1,3,4,10,4068,40680,0,0,1,0,0,1,0,1,0
1,On Time,0,1,3,5,4805,24025,0,0,0,0,1,1,0,0,1
1,On Time,0,1,4,1,5274,5274,0,0,0,1,0,1,0,0,1
1,On Time,0,4,4,3,5424,16272,0,0,0,0,1,1,0,0,1
1,On Time,0,4,3,1,5922,5922,0,0,0,0,0,1,0,0,0
1,On Time,0,3,5,8,5786,46288,0,1,0,0,0,1,0,0,1
0,Delayed,1,3,3,2,5684,11368,0,0,1,0,0,1,0,0,1
0,Delayed,1,2,4,3,5920,17760,0,0,0,0,1,1,0,1,0
0,Delayed,1,4,4,4,5984,23936,0,0,0,1,0,1,0,1,0
0,Delayed,1,3,4,2,4693,9386,0,0,0,0,1,1,0,1,0
1,On Time,0,1,5,3,4939,14817,0,0,0,0,0,1,0,1,0
0,Delayed,1,2,4,4,5919,23676,0,1,0,0,0,1,0,1,0
0,Delayed,1,2,6,1,4053,4053,0,0,1,0,0,1,0,0,0
0,Delayed,1,2,4,9,5131,46179,0,0,0,0,1,1,0,0,1
0,Delayed,1,5,3,4,4495,17980,0,0,0,1,0,0,0,1,0
0,Delayed,1,2,5,6,5596,33576,0,0,0,0,1,0,0,0,1
0,Delayed,1,2,4,9,4725,42525,0,0,0,0,0,0,0,0,1
0,Delayed,1,5,4,10,4691,46910,0,1,0,0,0,0,0,1,0
0,Delayed,1,2,5,4,4140,16560,0,0,1,0,0,0,0,0,0
1,On Time,0,5,3,2,4190,8380,0,0,0,0,1,0,0,0,1
0,Delayed,1,1,5,7,4133,28931,0,0,0,1,0,0,0,0,1
0,Delayed,1,5,4,4,4750,19000,0,0,0,0,1,0,0,1,0
0,Delayed,1,1,5,9,5008,45072,0,0,0,0,0,0,0,0,0
1,On Time,0,1,3,2,4647,9294,0,1,0,0,0,0,0,1,0
